Date,Cash,MarketValue,Equity,RealizedPnL,UnrealizedPnL,GrossExposure,NetExposure,Drawdown,DailyPnL,VaR
2017-09-08,64.99855539999726,101918.859,101983.8575554,-11063.596492478144,13128.454047878156,101918.859,101918.859,0.005206151006633824,-121.00199999999313,1364.3266700000047
2017-09-11,64.99855539999726,103005.53199999999,103070.5305554,-11063.596492478144,14215.127047878146,103005.53199999999,103005.53199999999,0.0,1086.6729999999952,1351.8502899999976
2017-09-12,64.99855539999726,103359.62700000001,103424.62555540001,-11063.596492478144,14569.222047878158,103359.62700000001,103359.62700000001,0.0,354.0950000000157,1351.8502899999976
2017-09-13,64.99855539999726,103404.65100000001,103469.64955540001,-11063.596492478144,14614.24604787816,103404.65100000001,103404.65100000001,0.0,45.02400000000489,1351.8502899999976
2017-09-14,64.99855539999726,103373.228,103438.2265554,-11063.596492478144,14582.823047878157,103373.228,103373.228,0.0003036929199531616,-31.42300000000978,1351.8502899999976
2017-09-15,64.99855539999726,103507.831,103572.8295554,-11063.596492478144,14717.42604787816,103507.831,103507.831,0.0,134.6030000000028,1351.8502899999976
2017-09-18,64.99855539999726,103718.412,103783.4105554,-11063.596492478144,14928.00704787815,103718.412,103718.412,0.0,210.58099999999104,1351.8502899999976
2017-09-19,64.99855539999726,103825.344,103890.3425554,-11063.596492478144,15034.939047878155,103825.344,103825.344,0.0,106.9320000000007,1351.8502899999976
2017-09-20,64.99855539999726,103862.864,103927.8625554,-11063.596492478144,15072.459047878148,103862.864,103862.864,0.0,37.520000000004075,1351.8502899999976
2017-09-21,64.99855539999726,103584.27799999999,103649.27655539999,-11063.596492478144,14793.87304787815,103584.27799999999,103584.27799999999,0.0026805708608844585,-278.58600000001024,1351.8502899999976
2017-09-22,64.99855539999726,103602.1,103667.0985554,-11063.596492478144,14811.695047878156,103602.1,103602.1,0.002509086529716631,17.82200000001467,1351.8502899999976
2017-09-25,64.99855539999726,103404.65100000001,103469.64955540001,-11063.596492478144,14614.24604787816,103404.65100000001,103404.65100000001,0.004408952409232249,-197.44899999999325,1351.8502899999976
2017-09-26,64.99855539999726,103462.807,103527.8055554,-11063.596492478144,14672.402047878157,103462.807,103462.807,0.00384937196015886,58.155999999988126,1351.8502899999976
2017-09-27,64.99855539999726,103858.174,103923.1725554,-11063.596492478144,15067.769047878151,103858.174,103858.174,4.512745557046617e-05,395.36699999999837,1351.8502899999976
2017-09-28,64.99855539999726,103983.866,104048.8645554,-11063.596492478144,15193.461047878152,103983.866,103983.866,0.0,125.69199999999546,1351.8502899999976
2017-09-29,64.99855539999726,104360.004,104425.0025554,-11063.596492478144,15569.59904787815,104360.004,104360.004,0.0,376.1380000000063,1351.8502899999976
2017-10-02,64.99855539999726,104805.085,104870.08355540001,-11063.596492478144,16014.680047878155,104805.085,104805.085,0.0,445.0810000000056,1351.8502899999976
2017-10-03,64.99855539999726,105025.046,105090.0445554,-11063.596492478144,16234.641047878153,105025.046,105025.046,0.0,219.9609999999957,1351.8502899999976
2017-10-04,64.99855539999726,105146.04800000001,105211.04655540001,-11063.596492478144,16355.643047878157,105146.04800000001,105146.04800000001,0.0,121.00200000000768,1351.8502899999976
2017-10-05,64.99855539999726,105782.95000000001,105847.94855540001,-11063.596492478144,16992.545047878157,105782.95000000001,105782.95000000001,0.0,636.9020000000019,1351.8502899999976
2017-10-06,64.99855539999726,105657.727,105722.7255554,-11063.596492478144,16867.322047878148,105657.727,105657.727,0.0011830460741945501,-125.22300000001269,1351.8502899999976
2017-10-09,64.99855539999726,105483.259,105548.2575554,-11063.596492478144,16692.854047878154,105483.259,105483.259,0.0028313349865552676,-174.46799999999348,1351.8502899999976
2017-10-10,64.99855539999726,105766.066,105831.06455540001,-11063.596492478144,16975.66104787816,105766.066,105766.066,0.0001595118302285142,282.8070000000007,1351.8502899999976
2017-10-11,64.99855539999726,105926.46399999999,105991.4625554,-11063.596492478144,17136.059047878152,105926.46399999999,105926.46399999999,0.0,160.3979999999865,1351.8502899999976
2017-10-12,64.99855539999726,105774.977,105839.9755554,-11063.596492478144,16984.572047878148,105774.977,105774.977,0.0014292377550768672,-151.4869999999937,1351.8502899999976
2017-10-13,64.99855539999726,105900.669,105965.6675554,-11063.596492478144,17110.264047878147,105900.669,105900.669,0.00024336865798521868,125.69199999999546,1351.8502899999976
2017-10-16,64.99855539999726,106039.024,106104.0225554,-11063.596492478144,17248.619047878154,106039.024,106039.024,0.0,138.35500000001048,1351.8502899999976
2017-10-17,64.99855539999726,106111.25,106176.2485554,-11063.596492478144,17320.845047878152,106111.25,106111.25,0.0,72.22599999999511,1351.8502899999976
2017-10-18,64.99855539999726,106218.65100000001,106283.64955540001,-11063.596492478144,17428.24604787816,106218.65100000001,106218.65100000001,0.0,107.40100000001257,1351.8502899999976
2017-10-19,64.99855539999726,106245.384,106310.3825554,-11063.596492478144,17454.979047878154,106245.384,106245.384,0.0,26.7329999999929,1351.8502899999976
2017-10-20,64.99855539999726,106797.397,106862.3955554,-11063.596492478144,18006.99204787815,106797.397,106797.397,0.0,552.0129999999917,1351.8502899999976
2017-10-23,64.99855539999726,106366.855,106431.8535554,-11063.596492478144,17576.45004787815,106366.855,106366.855,0.004028938316068332,-430.5420000000013,1351.8502899999976
2017-10-24,64.99855539999726,106560.083,106625.0815554,-11063.596492478144,17769.67804787815,106560.083,106560.083,0.0022207437777021317,193.2280000000028,1351.8502899999976
2017-10-25,64.99855539999726,106039.024,106104.0225554,-11063.596492478144,17248.619047878154,106039.024,106039.024,0.007096724680917655,-521.0589999999938,1351.8502899999976
2017-10-26,64.99855539999726,106178.78600000001,106243.78455540001,-11063.596492478144,17388.381047878156,106178.78600000001,106178.78600000001,0.0057888558157887,139.76200000000244,1351.8502899999976
2017-10-27,64.99855539999726,107050.18800000001,107115.18655540001,-11063.596492478144,18259.783047878158,107050.18800000001,107050.18800000001,0.0,871.4020000000019,1351.8502899999976
2017-10-30,64.99855539999726,106644.97200000001,106709.97055540001,-11063.596492478144,17854.567047878154,106644.97200000001,106644.97200000001,0.003782992991291879,-405.21600000000035,1351.8502899999976
2017-10-31,64.99855539999726,106815.219,106880.2175554,-11063.596492478144,18024.814047878157,106815.219,106815.219,0.002193610519256164,170.24699999998847,1351.8502899999976
2017-11-01,64.99855539999726,106963.892,107028.89055540001,-11063.596492478144,18173.48704787816,106963.892,106963.892,0.0008056373962936598,148.67300000000978,1351.8502899999976
2017-11-02,64.99855539999726,107004.226,107069.2245554,-11063.596492478144,18213.82104787815,107004.226,107004.226,0.00042908948280870075,40.33399999998801,1351.8502899999976
2017-11-03,64.99855539999726,107349.879,107414.8775554,-11063.596492478144,18559.47404787815,107349.879,107349.879,0.0,345.6530000000057,1351.8502899999976
2017-11-06,64.99855539999726,107511.684,107576.6825554,-11063.596492478144,18721.27904787815,107511.684,107511.684,0.0,161.80499999999302,1351.8502899999976
2017-11-07,64.99855539999726,107440.39600000001,107505.39455540001,-11063.596492478144,18649.991047878153,107440.39600000001,107440.39600000001,0.0006626714851824318,-71.28799999998591,1351.8502899999976
2017-11-08,64.99855539999726,107624.244,107689.24255540001,-11063.596492478144,18833.83904787815,107624.244,107624.244,0.0,183.84799999999814,1351.8502899999976
2017-11-09,64.99855539999726,107232.15999999999,107297.15855539999,-11063.596492478144,18441.75504787815,107232.15999999999,107232.15999999999,0.0036408836267774114,-392.0840000000171,1351.8502899999976
2017-11-10,64.99855539999726,107207.303,107272.3015554,-11063.596492478144,18416.89804787815,107207.303,107207.303,0.0038717051964174943,-24.856999999989057,1351.8502899999976
2017-11-13,64.99855539999726,107301.103,107366.1015554,-11063.596492478144,18510.698047878155,107301.103,107301.103,0.003000680405322431,93.80000000000291,1351.8502899999976
2017-11-14,64.99855539999726,107059.568,107124.5665554,-11063.596492478144,18269.163047878148,107059.568,107059.568,0.005243569242392182,-241.5350000000035,1351.8502899999976
2017-11-15,64.99855539999726,106509.9,106574.8985554,-11063.596492478144,17719.49504787815,106509.9,106509.9,0.010347774518209143,-549.6680000000051,1351.8502899999976
2017-11-16,64.99855539999726,107417.415,107482.4135554,-11063.596492478144,18627.010047878153,107417.415,107417.415,0.0019206096643646711,907.5149999999994,1351.8502899999976
2017-11-17,64.99855539999726,107111.158,107176.1565554,-11063.596492478144,18320.753047878155,107111.158,107111.158,0.0047645056072899445,-306.2569999999978,1351.8502899999976
2017-11-20,64.99855539999726,107287.033,107352.0315554,-11063.596492478144,18496.628047878155,107287.033,107287.033,0.0031313341239867514,175.875,1351.8502899999976
2017-11-21,64.99855539999726,107996.16100000001,108061.15955540001,-11063.596492478144,19205.756047878156,107996.16100000001,107996.16100000001,0.0,709.1280000000115,1351.8502899999976
2017-11-22,64.99855539999726,107897.20199999999,107962.20055539999,-11063.596492478144,19106.79704787815,107897.20199999999,107897.20199999999,0.0009157684445287072,-98.95900000001711,1351.8502899999976
2017-11-24,64.99855539999726,108149.055,108214.0535554,-11063.596492478144,19358.650047878153,108149.055,108149.055,0.0,251.8530000000028,1351.8502899999976
2017-11-27,64.99855539999726,108095.12,108160.1185554,-11063.596492478144,19304.715047878148,108095.12,108095.12,0.00049841031019493,-53.93499999999767,1351.8502899999976
2017-11-28,64.99855539999726,109177.103,109242.1015554,-11063.596492478144,20386.698047878155,109177.103,109177.103,0.0,1081.9830000000075,1351.8502899999976
2017-11-29,64.99855539999726,109113.788,109178.7865554,-11063.596492478144,20323.383047878146,109113.788,109113.788,0.0005795842362836032,-63.31500000000233,1351.8502899999976
2017-11-30,64.99855539999726,110074.769,110139.7675554,-11063.596492478144,21284.36404787815,110074.769,110074.769,0.0,960.9809999999998,1351.8502899999976
2017-12-01,64.99855539999726,109850.118,109915.1165554,-11063.596492478144,21059.71304787816,109850.118,109850.118,0.0020396901590245247,-224.65099999999802,1351.8502899999976
2017-12-04,64.99855539999726,109719.73599999999,109784.73455539999,-11063.596492478144,20929.33104787815,109719.73599999999,109719.73599999999,0.0032234769319031812,-130.38200000001234,1351.8502899999976
2017-12-05,64.99855539999726,109307.485,109372.4835554,-11063.596492478144,20517.080047878153,109307.485,109307.485,0.00696645741161618,-412.2509999999893,1351.8502899999976
2017-12-06,64.99855539999726,109329.52799999999,109394.52655539999,-11063.596492478144,20539.12304787815,109329.52799999999,109329.52799999999,0.006766320798935361,22.04299999999057,1351.8502899999976
2017-12-07,64.99855539999726,109693.47200000001,109758.47055540001,-11063.596492478144,20903.067047878154,109693.47200000001,109693.47200000001,0.0034619375767994064,363.9440000000177,1351.8502899999976
2017-12-08,64.99855539999726,110285.35,110350.3485554,-11063.596492478144,21494.945047878155,110285.35,110285.35,0.0,591.877999999997,1351.8502899999976
2017-12-11,64.99855539999726,110618.34000000001,110683.33855540001,-11063.596492478144,21827.93504787816,110618.34000000001,110618.34000000001,0.0,332.99000000000524,1351.8502899999976
2017-12-12,64.99855539999726,110806.409,110871.4075554,-11063.596492478144,22016.004047878152,110806.409,110806.409,0.0,188.0689999999886,1351.8502899999976
2017-12-13,64.99855539999726,110793.746,110858.7445554,-11063.596492478144,22003.34104787816,110793.746,110793.746,0.00011421339621464662,-12.663000000000466,1351.8502899999976
2017-12-14,64.99855539999726,110343.975,110408.9735554,-11063.596492478144,21553.570047878155,110343.975,110343.975,0.004170904024727256,-449.77099999999336,1351.8502899999976
2017-12-15,64.99855539999726,111273.064,111338.0625554,-11063.596492478144,22482.659047878155,111273.064,111273.064,0.0,929.0889999999927,1351.8502899999976
2017-12-18,64.99855539999726,111964.37,112029.3685554,-11063.596492478144,23173.965047878148,111964.37,111964.37,0.0,691.3059999999969,1351.8502899999976
2017-12-19,64.99855539999726,111537.11099999999,111602.10955539999,-11063.596492478144,22746.70604787815,111537.11099999999,111537.11099999999,0.0038138124449815162,-427.25900000000547,1351.8502899999976
2017-12-20,64.99855539999726,111479.893,111544.8915554,-11063.596492478144,22689.488047878156,111479.893,111479.893,0.004324553518842862,-57.21799999999348,1351.8502899999976
2017-12-21,64.99855539999726,111709.234,111774.2325554,-11063.596492478144,22918.829047878156,111709.234,111709.234,0.0022774028211524776,229.34100000000035,1351.8502899999976
2017-12-22,64.99855539999726,111681.094,111746.0925554,-11063.596492478144,22890.689047878157,111681.094,111681.094,0.0025285869558384086,-28.139999999999418,1351.8502899999976
2017-12-26,64.99855539999726,111546.022,111611.0205554,-11063.596492478144,22755.61704787815,111546.022,111546.022,0.0037342708023309044,-135.07200000000012,1351.8502899999976
2017-12-27,64.99855539999726,111606.054,111671.0525554,-11063.596492478144,22815.649047878156,111606.054,111606.054,0.0031984113150008487,60.03200000000652,1351.8502899999976
2017-12-28,64.99855539999726,111833.988,111898.9865554,-11063.596492478144,23043.583047878154,111833.988,111833.988,0.0011638198240448189,227.93399999999383,1351.8502899999976
2017-12-29,64.99855539999726,111412.357,111477.3555554,-11063.596492478144,22621.952047878152,111412.357,111412.357,0.004927395442089045,-421.63099999999395,1351.8502899999976
2018-01-02,64.99855539999726,112207.31199999999,112272.31055539999,-11063.596492478144,23416.90704787815,112207.31199999999,112207.31199999999,0.0,794.9549999999872,1351.8502899999976
2018-01-03,64.99855539999726,112911.281,112976.2795554,-11063.596492478144,24120.87604787815,112911.281,112911.281,0.0,703.9690000000119,1351.8502899999976
2018-01-04,64.99855539999726,113396.227,113461.2255554,-11063.596492478144,24605.822047878148,113396.227,113396.227,0.0,484.9459999999963,1351.8502899999976
2018-01-05,64.99855539999726,114158.352,114223.3505554,-11063.596492478144,25367.947047878148,114158.352,114158.352,0.0,762.125,1351.8502899999976
2018-01-08,64.99855539999726,114362.367,114427.3655554,-11063.596492478144,25571.962047878147,114362.367,114362.367,0.0,204.01499999999942,1351.8502899999976
2018-01-09,64.99855539999726,114612.81300000001,114677.81155540001,-11063.596492478144,25822.408047878158,114612.81300000001,114612.81300000001,0.0,250.44600000001083,1351.8502899999976
2018-01-10,64.99855539999726,114451.008,114516.0065554,-11063.596492478144,25660.603047878158,114451.008,114451.008,0.0014109529804014506,-161.80500000000757,1351.8502899999976
2018-01-11,64.99855539999726,115281.607,115346.6055554,-11063.596492478144,26491.202047878152,115281.607,115281.607,0.0,830.599000000002,1351.8502899999976
2018-01-12,64.99855539999726,116026.848,116091.8465554,-11063.596492478144,27236.44304787815,116026.848,116026.848,0.0,745.2409999999945,1351.8502899999976
2018-01-16,64.99855539999726,115636.171,115701.1695554,-11063.596492478144,26845.76604787815,115636.171,115636.171,0.0033652406399924195,-390.67699999999604,1351.8502899999976
2018-01-17,64.99855539999726,116730.817,116795.8155554,-11063.596492478144,27940.412047878155,116730.817,116730.817,0.0,1094.6459999999934,1351.8502899999976
2018-01-18,64.99855539999726,116538.996,116603.9945554,-11063.596492478144,27748.59104787816,116538.996,116538.996,0.001642361920997156,-191.82099999999627,1351.8502899999976
2018-01-19,64.99855539999726,117077.87700000001,117142.87555540001,-11063.596492478144,28287.472047878156,117077.87700000001,117077.87700000001,0.0,538.8810000000085,1351.8502899999976
2018-01-22,64.99855539999726,118019.629,118084.6275554,-11063.596492478144,29229.22404787815,118019.629,118019.629,0.0,941.7519999999931,1351.8502899999976
2018-01-23,64.99855539999726,118271.951,118336.9495554,-11063.596492478144,29481.546047878153,118271.951,118271.951,0.0,252.32200000000012,1351.8502899999976
2018-01-24,64.99855539999726,118225.989,118290.9875554,-11063.596492478144,29435.584047878147,118225.989,118225.989,0.0003883993982664071,-45.961999999999534,1351.8502899999976
2018-01-25,64.99855539999726,118276.641,118341.6395554,-11063.596492478144,29486.23604787815,118276.641,118276.641,0.0,50.65200000000186,1351.8502899999976
2018-01-26,64.99855539999726,119640.493,119705.4915554,-11063.596492478144,30850.08804787816,119640.493,119640.493,0.0,1363.851999999999,1351.8502899999976
2018-01-29,64.99855539999726,118846.007,118911.0055554,-11063.596492478144,30055.60204787815,118846.007,118846.007,0.0066370054512688275,-794.4860000000044,1351.8502899999976
2018-01-30,64.99855539999726,117620.97899999999,117685.9775554,-11063.596492478144,28830.57404787815,117620.97899999999,117620.97899999999,0.01687068800068687,-1225.0280000000057,1351.8502899999976
2018-01-31,64.99855539999726,117682.418,117747.4165554,-11063.596492478144,28892.01304787815,117682.418,117682.418,0.016357436693652395,61.43900000001304,1351.8502899999976
2018-02-01,64.99855539999726,117552.97399999999,117617.97255539999,-11063.596492478144,28762.569047878147,117552.97399999999,117552.97399999999,0.0174387905924425,-129.4440000000177,1351.8502899999976
2018-02-02,64.99855539999726,114994.579,115059.5775554,-11063.596492478144,26204.174047878154,114994.579,114994.579,0.03881120188917869,-2558.3949999999895,1514.4197600000057
2018-02-05,64.99855539999726,110186.86,110251.8585554,-11063.596492478144,21396.455047878153,110186.86,110186.86,0.07897409615184477,-4807.718999999997,1666.3241700000053
2018-02-06,64.99855539999726,112359.73700000001,112424.73555540001,-11063.596492478144,23569.332047878157,112359.73700000001,112359.73700000001,0.06082223885802634,2172.8770000000077,1666.3241700000053
2018-02-07,64.99855539999726,111749.09899999999,111814.09755539999,-11063.596492478144,22958.694047878147,111749.09899999999,111749.09899999999,0.06592340833710088,-610.6380000000208,1666.3241700000053
2018-02-08,64.99855539999726,107556.239,107621.2375554,-11063.596492478144,18765.834047878147,107556.239,107556.239,0.10094987158051456,-4192.859999999986,2159.904459999995
2018-02-09,64.99855539999726,109167.723,109232.7215554,-11063.596492478144,20377.31804787815,109167.723,109167.723,0.08748779913036137,1611.4839999999967,2159.904459999995
2018-02-12,64.99855539999726,110770.765,110835.7635554,-11063.596492478144,21980.360047878155,110770.765,110770.765,0.07409624976056399,1603.0420000000013,2159.904459999995
2018-02-13,64.99855539999726,111048.882,111113.8805554,-11063.596492478144,22258.47704787815,111048.882,111048.882,0.07177290605772907,278.11699999999837,2159.904459999995
2018-02-14,64.99855539999726,112551.558,112616.5565554,-11063.596492478144,23761.153047878153,112551.558,112551.558,0.05921979775438473,1502.6760000000068,2159.904459999995
2018-02-15,64.99855539999726,113989.043,114054.0415554,-11063.596492478144,25198.63804787815,113989.043,113989.043,0.04721128434934409,1437.4850000000006,2159.904459999995
2018-02-16,64.99855539999726,114024.68699999999,114089.68555539999,-11063.596492478144,25234.28204787815,114024.68699999999,114024.68699999999,0.04691352023228611,35.64399999998568,2159.904459999995
2018-02-20,64.99855539999726,113301.958,113366.9565554,-11063.596492478144,24511.55304787815,113301.958,113301.958,0.05295107950052996,-722.7289999999921,2159.904459999995
2018-02-21,64.99855539999726,112745.72399999999,112810.72255539999,-11063.596492478144,23955.319047878147,112745.72399999999,112745.72399999999,0.05759776690619994,-556.2340000000113,2159.904459999995
2018-02-22,64.99855539999726,112885.017,112950.01555540001,-11063.596492478144,24094.61204787816,112885.017,112885.017,0.056434136080327976,139.29300000001967,2159.904459999995
2018-02-23,64.99855539999726,114685.508,114750.5065554,-11063.596492478144,25895.103047878158,114685.508,114685.508,0.041393130219985114,1800.4909999999945,2159.904459999995
2018-02-26,64.99855539999726,116017.93699999999,116082.93555539999,-11063.596492478144,27227.53204787815,116017.93699999999,116017.93699999999,0.030262237370484238,1332.4289999999892,2159.904459999995
2018-02-27,64.99855539999726,114567.789,114632.7875554,-11063.596492478144,25777.384047878157,114567.789,114567.789,0.04237653539605857,-1450.1479999999865,2159.904459999995
2018-02-28,64.99855539999726,113414.518,113479.5165554,-11063.596492478144,24624.113047878156,113414.518,113414.518,0.05201077176245176,-1153.271000000008,2159.904459999995
2018-03-01,64.99855539999726,111762.231,111827.2295554,-11063.596492478144,22971.826047878156,111762.231,111762.231,0.06581370576765831,-1652.2869999999966,2159.904459999995
2018-03-02,64.99855539999726,112337.225,112402.2235554,-11063.596492478144,23546.820047878155,112337.225,112337.225,0.061010300405642,574.994000000006,2159.904459999995
2018-03-05,64.99855539999726,113619.94,113684.9385554,-11063.596492478144,24829.535047878147,113619.94,113619.94,0.05029471014045895,1282.7149999999965,2159.904459999995
2018-03-06,64.99855539999726,113921.507,113986.5055554,-11063.596492478144,25131.10204787815,113921.507,113921.507,0.04777546899219108,301.56699999999546,2159.904459999995
2018-03-07,64.99855539999726,113877.421,113942.4195554,-11063.596492478144,25087.01604787815,113877.421,113877.421,0.048143756189605015,-44.08599999999569,2159.904459999995
2018-03-08,64.99855539999726,114441.628,114506.6265554,-11063.596492478144,25651.223047878153,114441.628,114441.628,0.04343046365248797,564.2069999999949,2159.904459999995
2018-03-09,64.99855539999726,116426.436,116491.4345554,-11063.596492478144,27636.031047878154,116426.436,116426.436,0.026849703871041932,1984.8080000000045,2159.904459999995
2018-03-12,64.99855539999726,116278.701,116343.6995554,-11063.596492478144,27488.296047878153,116278.701,116278.701,0.028083857777269603,-147.73500000000058,2159.904459999995
2018-03-13,64.99855539999726,115528.77,115593.7685554,-11063.596492478144,26738.36504787816,115528.77,115528.77,0.03434865808221574,-749.9309999999969,2159.904459999995
2018-03-14,64.99855539999726,114931.733,114996.7315554,-11063.596492478144,26141.32804787815,114931.733,114931.733,0.039336207042939074,-597.0370000000112,2159.904459999995
2018-03-15,64.99855539999726,114797.59899999999,114862.59755539999,-11063.596492478144,26007.194047878147,114797.59899999999,114797.59899999999,0.040456740430815666,-134.13400000000547,2159.904459999995
2018-03-16,64.99855539999726,114931.733,114996.7315554,-11063.596492478144,26141.32804787815,114931.733,114931.733,0.039336207042939074,134.13400000000547,2159.904459999995
2018-03-19,64.99855539999726,113383.564,113448.5625554,-11063.596492478144,24593.159047878155,113383.564,113383.564,0.05226935639042325,-1548.1689999999944,2159.904459999995
2018-03-20,64.99855539999726,113572.102,113637.1005554,-11063.596492478144,24781.697047878148,113572.102,113572.102,0.050694340929142226,188.53800000000047,2159.904459999995
2018-03-21,64.99855539999726,113355.893,113420.8915554,-11063.596492478144,24565.488047878156,113355.893,113355.893,0.05250051537603417,-216.20900000000256,2159.904459999995
2018-03-22,64.99855539999726,110519.85,110584.8485554,-11063.596492478144,21729.445047878155,110519.85,110519.85,0.07619235242669664,-2836.0429999999906,2699.9954799999896
2018-03-23,64.99855539999726,108167.34599999999,108232.34455539999,-11063.596492478144,19376.941047878146,108167.34599999999,108167.34599999999,0.09584478415253163,-2352.5040000000154,2699.9954799999896
2018-03-26,64.99855539999726,111124.391,111189.3895554,-11063.596492478144,22333.98604787815,111124.391,111124.391,0.07114211628343488,2957.045000000013,2699.9954799999896
2018-03-27,64.99855539999726,109226.348,109291.3465554,-11063.596492478144,20435.94304787815,109226.348,109226.348,0.08699805551677896,-1898.0430000000051,2699.9954799999896
2018-03-28,64.99855539999726,108911.649,108976.6475554,-11063.596492478144,20121.244047878154,108911.649,108911.649,0.08962699923448926,-314.69899999999325,2699.9954799999896
2018-03-29,64.99855539999726,110308.331,110373.3295554,-11063.596492478144,21517.926047878158,110308.331,110308.331,0.07795934738450197,1396.6820000000007,2699.9954799999896
2018-04-02,64.99855539999726,107924.87299999999,107989.8715554,-11063.596492478144,19134.46804787815,107924.87299999999,107924.87299999999,0.09787036373830846,-2383.4580000000133,2699.9954799999896
2018-04-03,64.99855539999726,109293.884,109358.8825554,-11063.596492478144,20503.479047878154,109293.884,109293.884,0.08643387087393196,1369.0110000000132,2699.9954799999896
2018-04-04,64.99855539999726,110473.88799999999,110538.8865554,-11063.596492478144,21683.48304787815,110473.88799999999,110473.88799999999,0.07657631141974537,1180.0039999999863,2699.9954799999896
2018-04-05,5996.586800399997,105422.916,111419.50280039999,-9864.972264115768,21365.475064515776,105422.916,105422.916,0.06921978805930751,880.6162449999974,2699.9954799999896
2018-04-06,11879.859710399996,97265.822,109145.6817104,-8714.663370753393,17941.345081153406,97265.822,97265.822,0.08821491568841605,-2273.8210899999976,2699.9954799999896
2018-04-09,17717.666715399995,91902.864,109620.5307154,-7609.820382391019,17311.35109779103,91902.864,91902.864,0.08424810515341023,474.84900500001095,2699.9954799999896
2018-04-10,23619.860840399997,87444.882,111064.7428404,-6440.590274028644,17586.333114428657,87444.882,87444.882,0.07218339445188317,1444.212124999991,2699.9954799999896
2018-04-11,29504.333510399996,81089.4,110593.7335104,-5289.081620666269,15963.815131066276,81089.4,81089.4,0.07611812897308111,-471.0093300000008,2699.9954799999896
2018-04-12,35429.2230954,75816.092,111245.3150954,-4097.156052303894,15423.471147703905,75816.092,75816.092,0.07067492351497184,651.5815850000072,2699.9954799999896
2018-04-13,41401.7281554,69671.532,111073.2601554,-2857.6150089415196,14011.87516434153,69671.532,69671.532,0.07211224220239709,-172.0549400000018,2699.9954799999896
2018-04-16,47364.935075400004,64267.328,111632.2630754,-1627.3721055791445,13340.635180979156,64267.328,64267.328,0.06744242369418528,559.002919999999,2699.9954799999896
2018-04-17,53380.0566104,58925.511999999995,112305.56861039999,-345.21458721676913,12731.783197616776,58925.511999999995,58925.511999999995,0.061817739928625666,673.3055349999922,2699.9954799999896
2018-04-18,59426.221935400004,52923.102,112349.3239354,967.986721145606,11462.337214254401,52923.102,52923.102,0.06145221513580732,43.75532500000554,2699.9954799999896
2018-04-19,65448.9669454,46623.826,112072.7929454,2257.7677145079806,9896.025230892032,46623.826,46623.826,0.06376230957180085,-276.5309899999993,2699.9954799999896
2018-04-20,71453.0656854,40269.489,111722.5546854,3528.902437870356,8274.652247529655,40269.489,40269.489,0.06668814242582581,-350.23825999999826,2699.9954799999896
2018-04-23,77422.0214554,34306.992,111729.0134554,4764.894191232731,7045.119264167279,34306.992,34306.992,0.0666341869228988,6.4587699999974575,2699.9954799999896
2018-04-24,83401.9750254,27969.284,111371.2590254,6011.883744595107,5440.375280804905,27969.284,27969.284,0.06962280862564191,-357.75443000000087,2699.9954799999896
2018-04-25,89274.2501354,22147.433999999997,111421.68413539999,7151.1948379574815,4351.489297442528,22147.433999999997,22147.433999999997,0.06920156554527196,50.425109999996494,2699.9954799999896
2018-04-26,95188.1169254,16423.587,111611.7039254,8332.097611319856,3360.6063140801543,16423.587,16423.587,0.06761417145389843,190.01979000000574,2699.9954799999896
2018-04-27,101151.3238454,10482.296,111633.6198454,9562.340514682232,2152.2793307177803,10482.296,10482.296,0.06743108946062282,21.91591999999946,2699.9954799999896
2018-04-30,107120.2796154,4491.657,111611.9366154,10798.332268044607,894.6043473554048,4491.657,4491.657,0.06761222759988654,-21.683229999995092,2699.9954799999896
2018-05-01,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,-12.783154000004288,2699.9954799999896
2018-05-02,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-03,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-04,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-07,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-08,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-09,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-10,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-11,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-14,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-15,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
2018-05-16,111599.1534614,0.0,111599.1534614,11680.153461400012,0.0,0.0,0.0,0.0677190159671862,0.0,2699.9954799999896
